客户名称;股票代码;报告期;金额(万元)
南京乐金熊猫电器有限公司;-;2014-09-30;13,155.56
海信容声(扬州)冰箱有限公司;-;2014-09-30;6,175.07
苏州三星电子家电有限公司;-;2014-09-30;6,051.65
苏州大荣电子有限公司;-;2014-09-30;3,355.16
苏州三星电子有限公司;-;2014-09-30;3,255.60
