供应商名称;股票代码;报告期;金额(万元)
深圳证券时报社有限公司;-;2016-12-31;23,493.18
《华商报》社;-;2016-12-31;14,339.62
中海石油气电集团有限责任公司;-;2016-12-31;13,407.92
北京朝歌数码科技股份有限公司;836119.OC;2016-12-31;13,317.82
广州毅昌科技股份有限公司;002420.SZ;2016-12-31;10,080.88
