供应商名称;股票代码;报告期;金额(万元)
香港誉天国际投资有限公司;-;2015-12-31;16,390.31
青岛海尔零部件采购有限公司;-;2015-12-31;15,035.58
青岛海达源采购服务有限公司;-;2015-12-31;3,529.36
深圳市积方投资有限公司;-;2015-12-31;2,355.04
