供应商名称;股票代码;报告期;金额(万元)
山东金鼎矿业有限责任公司;-;2017-12-31;24,625.32
淄博正元矿业有限公司;-;2017-12-31;8,412.03
淄博供电公司;-;2017-12-31;6,345.33
