客户名称;股票代码;报告期;金额(万元)
TCL通讯设备股份有限公司;000542.SZ;2015-06-30;3,204.33
索尼;-;2015-06-30;3,130.92
高通公司;QCOM.CHL;2015-06-30;3,001.35
夏普;6753.T;2015-06-30;2,297.27
