供应商名称;股票代码;报告期;金额(万元)
中国电子器材华东公司;-;2014-12-31;2,943.41
上海金鑫计算机系统工程股份有限公司;839516.OC;2017-12-31;1,085.46
上海惠弘信息工程有限公司;-;2014-12-31;950.00
上海谨信信息科技有限公司;-;2014-12-31;637.47
中国电信股份有限公司;0728.HK;2014-12-31;559.27
