供应商名称;股票代码;报告期;金额(万元)
湖南人可食品股份有限公司;836950.OC;2017-12-31;7,474.28
江苏几百粒食品股份有限公司;838622.OC;2017-12-31;1,942.50
湖南名品实业股份有限公司;838032.OC;2017-12-31;1,473.34
湖南华顺人力资源服务管理股份有限公司;871903.OC;2017-12-31;1,381.76
深圳海之源文化传媒股份有限公司;838438.OC;2017-12-31;258.92
上海亚泽实业股份有限公司;830893.OC;2017-12-31;148.36
