供应商名称;股票代码;报告期;金额(万元)
艾蒂复合材料(上海)有限公司;-;2015-12-31;767.23
靖江市海源有色金属材料有限公司;-;2015-12-31;483.60
宜兴市兴合树脂有限公司;-;2015-12-31;479.07
无锡市振科制笔五金厂;-;2015-12-31;447.49
上海人民電器廠有限公司;-;2015-12-31;421.73
