客户名称;股票代码;报告期;金额(万元)
浙江吉利控股集团有限公司;-;2017-12-31;95,895.10
上海汽车集团股份有限公司;600104.SH;2017-12-31;62,624.99
北汽福田汽车股份有限公司;600166.SH;2017-12-31;25,450.54
中国第一汽车集团有限公司;-;2017-12-31;25,159.37
广汽菲亚特克莱斯勒汽车有限公司;-;2017-12-31;20,475.19
