客户名称;股票代码;报告期;金额(万元)
国网河北省电力有限公司;-;2017-12-31;153,246.13
石药集团维生药业(石家庄)有限公司;-;2017-12-31;11,417.35
重庆远达烟气治理特许经营有限公司;-;2017-12-31;2,672.68
