客户名称;股票代码;报告期;金额(万元)
湖北三环盛通汽车有限公司;-;2015-12-31;28,254.61
苏州小康汽车销售服务有限公司;-;2015-12-31;24,594.89
乌鲁木齐威康腾龙商贸有限公司;-;2015-12-31;21,234.08
佛山市锐晟汽车贸易有限公司;-;2015-12-31;16,873.94
宜昌市新世纪汽车销售有限公司;-;2015-12-31;11,528.47
