客户名称;股票代码;报告期;金额(万元)
东莞市万科建筑技术研究有限公司;-;2017-12-31;6,174.99
河南航天金穗电子有限公司;-;2017-12-31;5,836.48
金海重工股份有限公司;-;2017-12-31;1,788.83
