供应商名称;股票代码;报告期;金额(万元)
杭州东鼎建筑劳务有限公司;-;2016-12-31;3,438.12
浙江金盾科技股份有限公司;836443.OC;2015-12-31;260.06
浙江长兴日月环境科技股份有限公司;836137.OC;2015-12-31;182.69
