客户名称;股票代码;报告期;金额(万元)
咪咕数字传媒有限公司;-;2017-12-31;4,810.19
深圳市腾讯计算机系统有限公司;-;2017-12-31;3,486.23
浙江金科文化产业股份有限公司;300459.SZ;2017-12-31;3,235.85
上海东方龙新媒体有限公司;-;2017-12-31;3,113.21
星际互娱(北京)科技股份有限公司;870094.OC;2017-12-31;1,849.06
北京妙音动漫文化股份有限公司;872610.OC;2017-12-31;528.30
