供应商名称;股票代码;报告期;金额(万元)
上海银音信息科技股份有限公司;430338.OC;2017-12-31;2,464.04
安徽天立泰科技股份有限公司;831918.OC;2017-12-31;1,185.15
深圳市海德森科技股份有限公司;870945.OC;2017-12-31;509.50
