供应商名称;股票代码;报告期;金额(万元)
上海电气集团股份有限公司;601727.SH;2014-12-31;45,584.60
山东电力工程咨询院有限公司;-;2014-12-31;41,841.78
山东鲁电国际贸易有限公司;-;2014-12-31;18,336.52
郑州煤机速达配件服务有限公司;-;2014-12-31;9,733.54
宁夏天地奔牛实业集团有限公司;-;2014-12-31;9,532.90
杭州祥龙钻探设备科技股份有限公司;831457.OC;2017-12-31;389.90
江苏金宏泰科技股份有限公司;831649.OC;2017-12-31;71.14
