客户名称;股票代码;报告期;金额(万元)
柳州五菱汽车工业有限公司;-;2014-06-30;1,827.51
唐山爱信齿轮有限责任公司;-;2014-06-30;1,803.02
赣州经纬科技股份有限公司;834467.OC;2017-12-31;946.19
