供应商名称;股票代码;报告期;金额(万元)
广州市骏鹏物流有限公;-;2014-12-31;3,607.47
韩国斗宇海运株式会社;-;2014-12-31;3,046.03
天津汇丰能源发展有限公司;-;2014-12-31;1,606.91
