客户名称;股票代码;报告期;金额(万元)
中国农业银行股份有限公司;601288.SH;2017-06-30;30,026.33
中国建设银行股份有限公司;601939.SH;2017-06-30;19,844.69
中国邮政集团公司;-;2017-06-30;9,872.35
贵州省农村信用社联合社;-;2017-06-30;4,657.89
河北省农村信用社联合社;-;2017-06-30;1,502.75
