客户名称;股票代码;报告期;金额(万元)
托克投资(中国)有限公司;-;2017-12-31;251,091.46
陕西煤业化工国际物流有限责任公司;-;2017-12-31;91,254.43
五矿有色金属股份有限公司;-;2017-12-31;43,029.80
远大生水资源有限公司;-;2017-12-31;38,690.47
