供应商名称;股票代码;报告期;金额(万元)
隆基乐叶光伏科技有限公司;-;2017-12-31;72,137.82
浙江昱辉阳光能源有限公司;-;2017-12-31;4,932.09
英利绿色能源控股有限公司;YGE.N;2017-12-31;4,469.30
河南金象文化发展股份有限公司;834681.OC;2015-12-31;169.43
