供应商名称;股票代码;报告期;金额(万元)
山西汇丰兴业焦煤集团有限公司;-;2016-12-31;16,233.44
临沂矿业集团菏泽煤电有限公司;-;2016-12-31;14,694.11
山东欧迈机械股份有限公司;833022.OC;2016-12-31;94.58
