客户名称;股票代码;报告期;金额(万元)
中国移动通信集团有限公司;-;2016-06-30;14,646.09
中国联合网络通信股份有限公司;600050.SH;2016-06-30;6,563.63
中国电信股份有限公司;0728.HK;2016-06-30;2,125.86
安徽广电传媒产业集团有限责任公司;-;2016-06-30;211.42
天音通信控股股份有限公司;000829.SZ;2016-06-30;130.12
