供应商名称;股票代码;报告期;金额(万元)
瓮福(集团)有限责任公司;-;2016-12-31;16,602.94
江苏双多化工有限公司;-;2016-12-31;6,121.33
兴化市诚信米业有限公司;-;2016-12-31;4,439.48
