客户名称;股票代码;报告期;金额(万元)
中国石油化工股份有限公司;600028.SH;2017-12-31;2,836,983.70
中国石油天然气股份有限公司;601857.SH;2017-12-31;137,954.30
安徽金春无纺布股份有限公司;835140.OC;2015-12-31;3,554.18
芜湖跃飞新型吸音材料股份有限公司;836159.OC;2015-12-31;804.76
