供应商名称;股票代码;报告期;金额(万元)
浙江广翰环保科技股份有限公司;835542.OC;2017-12-31;2,637.42
浙江利达环保科技股份有限公司;871136.OC;2017-12-31;1,373.01
北京华电光大环境股份有限公司;871633.OC;2017-12-31;635.35
