供应商名称;股票代码;报告期;金额(万元)
江阴三毛销售有限公司;-;2017-12-31;2,448.26
鲁泰纺织股份有限公司;000726.SZ;2017-12-31;2,429.05
山东南山智尚科技股份有限公司;-;2017-12-31;1,738.06
鲁丰织染有限公司;-;2017-12-31;1,561.95
