供应商名称;股票代码;报告期;金额(万元)
安源煤业集团股份有限公司;600397.SH;2017-12-31;16,801.85
德清凯瑞高温材料股份有限公司;834348.OC;2017-12-31;1,241.16
江苏磁谷科技股份有限公司;832070.OC;2017-12-31;256.13
