客户名称;股票代码;报告期;金额(万元)
宁夏盐池哈纳斯能源有限公司;-;2014-12-31;8,138.46
天信国际租赁有限公司;-;2014-12-31;6,395.51
新疆电院电力设备有限公司;-;2014-12-31;6,300.72
