客户名称;股票代码;报告期;金额(万元)
广东欧曼科技股份有限公司;838812.OC;2017-12-31;2,016.18
广州市莱帝亚照明股份有限公司;871379.OC;2017-12-31;1,969.38
厦门佰明光电股份有限公司;870393.OC;2017-12-31;1,262.88
高光世纪(天津)新能源科技股份有限公司;837333.OC;2017-12-31;179.88
深圳市友亿成智能照明股份有限公司;835848.OC;2017-12-31;107.03
广州康芙莱照明科技股份有限公司;834087.OC;2017-12-31;14.30
