供应商名称;股票代码;报告期;金额(万元)
上海明硕供应链管理股份有限公司;830941.OC;2017-12-31;834.50
山东三德利环保材料股份有限公司;838386.OC;2017-12-31;758.67
湖南军芃科技股份有限公司;832863.OC;2017-12-31;211.07
湖南联凯科技股份有限公司;838118.OC;2017-12-31;198.43
四川万冠液压技术股份有限公司;872047.OC;2017-12-31;177.49
泰铂(上海)环保科技股份有限公司;872418.OC;2017-12-31;164.09
