供应商名称;股票代码;报告期;金额(万元)
芜湖新佳恒金属材料有限公司;-;2017-12-31;1,642.43
南京瑞攀电气有限公司;-;2017-12-31;817.09
江苏苏益电器股份有限公司;837349.OC;2014-12-31;798.28
兴机电器有限公司;-;2017-12-31;767.61
南京美瑞电气有限公司;-;2017-12-31;722.27
江苏南自通华电力自动化股份有限公司;837864.OC;2014-12-31;322.52
