供应商名称;股票代码;报告期;金额(万元)
艾睿(中国)电子贸易有限公司;-;2016-12-31;5,218.90
杭州万洲金属制品有限公司;-;2016-12-31;4,413.45
宁国隆世金属制品有限公司;-;2016-12-31;2,725.79
上海源悦汽车电子股份有限公司;870231.OC;2017-12-31;2,503.61
宁波永正精密箔材股份有限公司;-;2016-12-31;2,355.95
国网安徽省电力有限公司;-;2016-12-31;1,605.52
无锡恒锐峰金属制品有限公司;-;2016-12-31;1,435.57
慈溪市金威铜业有限公司;-;2016-12-31;1,217.44
