供应商名称;股票代码;报告期;金额(万元)
Maschinenfabrik Reinhausen GmbH;-;2016-12-31;9,117.15
金杯电工电磁线有限公司;-;2016-12-31;5,658.42
无锡普天铁心股份有限公司;-;2016-12-31;4,366.37
浙江省三门浦东电工电器有限公司;856281.ZJE;2016-12-31;3,598.78
