供应商名称;股票代码;报告期;金额(万元)
伊藤忠纤维贸易(中国)有限公司;-;2014-12-31;2,631.23
营口雅丽丝服装有限公司;-;2014-12-31;645.68
天纺标检测认证股份有限公司;871753.OC;2016-12-31;133.85
