客户名称;股票代码;报告期;金额(万元)
深圳市腾讯计算机系统有限公司;-;2012-06-30;1,074.74
北京北信源软件股份有限公司;300352.SZ;2016-12-31;349.34
TCL王牌电器(惠州)有限公司;-;2012-06-30;310.56
上海心意科技发展有限公司;-;2012-06-30;302.08
西宁国美电器有限公司;-;2012-06-30;291.34
