供应商名称;股票代码;报告期;金额(万元)
上海佰融实业有限公司;-;2016-12-31;37,252.66
富昌国际有限公司;-;2016-12-31;26,867.71
中国储备粮管理总公司;-;2016-12-31;18,370.52
中储粮天门直属油库有限公司;-;2016-12-31;14,013.39
江苏益嘉优生物科技有限公司;-;2016-12-31;10,801.65
上海益海商贸有限公司;-;2016-12-31;9,368.60
益海嘉里(武汉)粮油工业有限公司;-;2016-12-31;1,492.57
益海(泰州)粮油工业有限公司;-;2016-12-31;1,099.88
中储粮镇江粮油有限公司;-;2016-12-31;158.26
