客户名称;股票代码;报告期;金额(万元)
上海申鑫经济发展总公司;-;2012-06-30;6,806.68
天津彩欣钢铁贸易有限公司;-;2012-06-30;5,385.25
天津卓盈商贸有限公司;-;2012-06-30;4,042.59
朝鲜综合设备输出入会社;-;2012-06-30;3,223.44
古巴轻工TEXIMX公司;-;2012-06-30;3,182.74
