供应商名称;股票代码;报告期;金额(万元)
广达电脑股份有限公司;2382.TW;2016-12-31;303,973.91
英业达(重庆)有限公司;-;2016-12-31;151,741.66
仁宝资讯工业(昆山)有限公司;-;2016-12-31;99,412.56
Hewlett-Packard Singapore (Sales) Pte. Ltd.;-;2016-12-31;14,059.60
