供应商名称;股票代码;报告期;金额(万元)
北京高普乐光电科技股份公司;871279.OC;2017-12-31;456.24
广州五舟科技股份有限公司;831619.OC;2017-12-31;441.52
广州市三川田文化科技股份有限公司;832545.OC;2017-12-31;236.64
