客户名称;股票代码;报告期;金额(万元)
上海黄金交易所;-;2014-06-30;137,336.10
东莞市金叶珠宝有限公司;-;2014-06-30;56,392.39
重庆金叶珠宝加工销售有限公司;-;2014-06-30;54,866.01
北京吉瑞阳光首饰有限公司;-;2014-06-30;52,794.53
翌成创意资产运营管理(上海)股份有限公司;835235.OC;2016-12-31;932.40
