客户名称;股票代码;报告期;金额(万元)
天津三星视界有限公司;-;2012-06-30;24,797.61
村田新能源(无锡)有限公司;-;2012-06-30;24,186.89
北京小米通讯技术有限公司;-;2012-06-30;7,537.21
宝时得机械(中国)有限公司;-;2012-06-30;4,450.99
