客户名称;股票代码;报告期;金额(万元)
深圳辉烨通讯技术有限公司;-;2016-06-30;1,660.44
上海鼎讯电子有限公司;-;2016-06-30;1,412.44
闻泰通讯股份有限公司;-;2016-06-30;1,360.76
东莞华贝电子科技有限公司;-;2016-06-30;963.95
东莞信恒电子科技有限公司;-;2016-06-30;542.96
