客户名称;股票代码;报告期;金额(万元)
中国建筑集团有限公司;-;2017-12-31;3,807.26
大连万达商业管理集团股份有限公司;3699!5.HKS;2017-12-31;3,076.46
龙湖地产有限公司;0960.HK;2017-12-31;2,659.42
西安西翼智能科技有限公司;-;2017-12-31;1,961.80
屈臣氏;H00362.HK;2017-12-31;652.51
