供应商名称;股票代码;报告期;金额(万元)
淄博齐翔腾达化工股份有限公司;002408.SZ;2014-12-31;7,556.44
大庆华科股份有限公司;000985.SZ;2014-12-31;2,279.99
天津渤化中河化工有限公司;-;2014-12-31;1,364.30
上海派尔科化工材料股份有限公司;430661.OC;2016-12-31;325.54
