客户名称;股票代码;报告期;金额(万元)
Ride Control LLC;-;2016-06-30;10,208.87
TRW KFZ Ausruestung GmbH;-;2016-06-30;963.46
新疆丰华神州汽车配件股份有限公司;838361.OC;2015-12-31;677.98
