客户名称;股票代码;报告期;金额(万元)
广西西江开发投资集团南宁投资有限公司;-;2014-06-30;6,000.00
广西富满地农资股份有限公司;-;2014-06-30;2,905.00
南宁邦力达农资有限责任公司;-;2014-06-30;2,130.79
