供应商名称;股票代码;报告期;金额(万元)
广东经纬天地科技股份有限公司;870034.OC;2017-12-31;4,177.01
深圳市海德森科技股份有限公司;870945.OC;2017-12-31;2,536.09
广州群志科技股份有限公司;839883.OC;2017-12-31;859.90
安徽云智科技信息股份有限公司;831886.OC;2017-12-31;775.62
