客户名称;股票代码;报告期;金额(万元)
山东电工电气集团新能科技有限公司;-;2017-03-31;1,826.65
杭州佳和电气股份有限公司;831255.OC;2017-12-31;684.18
深圳市前海中电新能源科技有限公司;-;2017-03-31;649.25
哈尔滨光宇电源股份有限公司;-;2017-03-31;526.33
深圳市永联科技股份有限公司;834160.OC;2017-03-31;525.70
深圳市瑞能实业股份有限公司;834674.OC;2017-03-31;491.54
成都新能电庄科技股份有限公司;833424.OC;2017-12-31;43.37
