供应商名称;股票代码;报告期;金额(万元)
飞亚达(集团)股份有限公司;000026.SZ;2017-12-31;7,730.17
深圳市宝明堂健康药业股份有限公司;835684.OC;2017-12-31;877.00
深圳万达杰环保新材料股份有限公司;-;2017-12-31;799.95
四川华朴现代农业股份有限公司;837890.OC;2017-12-31;428.42
浙江巴鲁特服饰股份有限公司;833997.OC;2017-12-31;286.33
深圳红酒世界电商股份有限公司;834528.OC;2017-12-31;168.38
