客户名称;股票代码;报告期;金额(万元)
国网河南省电力公司;-;2017-12-31;672,953.21
河南中孚实业股份有限公司;600595.SH;2017-12-31;53,370.53
郑州新力电力有限公司;-;2017-12-31;20,094.40
濮阳豫能发电有限责任公司;-;2017-12-31;9,295.28
安阳化学工业集团有限责任公司;-;2017-12-31;4,587.93
