供应商名称;股票代码;报告期;金额(万元)
叶集合和人造板有限公司;-;2016-12-31;7,402.97
浙江莫尼厨具有限公司;-;2016-12-31;5,530.60
广东中旗新材料科技有限公司;-;2016-12-31;3,465.90
广东奥柏瑞科技股份有限公司;838102.OC;2017-12-31;177.58
