供应商名称;股票代码;报告期;金额(万元)
英特尔(中国)有限公司;-;2014-12-31;58,273.68
高新投资集团(香港)有限公司;-;2014-12-31;9,895.22
北京云端时代科技股份有限公司;835988.OC;2017-12-31;145.88
北京光点互动科技股份有限公司;871892.OC;2017-12-31;31.37
