供应商名称;股票代码;报告期;金额(万元)
广东柏亚进出口有限公司;-;2014-12-31;2,906.83
汕头市邦领贸易有限公司;-;2014-12-31;2,722.68
星辉化学股份有限公司;-;2014-12-31;2,073.21
汕头市实得贸易有限公司;-;2014-12-31;1,804.63
奇士达智能科技股份有限公司;839706.OC;2014-12-31;339.04
