供应商名称;股票代码;报告期;金额(万元)
爱普生(中国)有限公司;-;2017-12-31;35,922.06
富士施乐实业发展(中国)有限公司;-;2017-12-31;23,097.51
甲骨文(中国)软件系统有限公司;-;2017-12-31;11,226.37
深圳市伊登软件股份有限公司;836441.OC;2017-12-31;2,051.83
