客户名称;股票代码;报告期;金额(万元)
苏州音妙文化发展有限公司;-;2017-12-31;3,627.65
佩洛夫(天津)商贸有限公司;-;2017-12-31;2,748.33
合肥国声电子通信有限责任公司;700391.AHE;2017-12-31;1,458.58
