客户名称;股票代码;报告期;金额(万元)
中国能建集团装备有限公司;-;2014-12-31;3,711.79
国电联合动力技术(保定)有限公司;-;2014-12-31;2,608.97
浙江运达风电股份有限公司;-;2014-12-31;1,508.94
江苏东方滤袋股份有限公司;831824.OC;2017-12-31;547.60
