供应商名称;股票代码;报告期;金额(万元)
福建居怡竹木业有限公司;-;2017-12-31;20,955.52
江门市大平木业有限公司;-;2017-12-31;20,911.35
长兴艾飞特科技股份有限公司;834934.OC;2014-12-31;840.44
