供应商名称;股票代码;报告期;金额(万元)
中国建材集团有限公司;-;2017-12-31;2,844.44
中国科学器材有限公司;-;2017-12-31;719.60
北京美中汇创科贸有限责任公司;-;2017-12-31;660.38
北京和润恺安科技发展股份有限公司;837746.OC;2016-12-31;119.66
