供应商名称;股票代码;报告期;金额(万元)
梅特勒-托利多国际贸易(上海)有限公司;-;2017-12-31;2,613.77
浙江力诺流体控制科技股份有限公司;830985.OC;2017-12-31;1,293.67
楚天科技股份有限公司;300358.SZ;2017-12-31;1,164.27
霍尼韦尔(天津)有限公司;-;2017-12-31;783.79
