客户名称;股票代码;报告期;金额(万元)
卡斯柯信号有限公司;-;2014-06-30;866.24
中国铁路通信信号上海工程局集团有限公司;-;2014-06-30;838.38
广州贝米特信息科技有限公司;-;2014-06-30;578.58
