客户名称;股票代码;报告期;金额(万元)
深圳市鑫汇科股份有限公司;831167.OC;2016-12-31;8,042.00
深圳市鹏思电子有限公司;-;2016-12-31;7,679.14
深圳市尚亿芯科技有限公司;-;2016-12-31;5,103.12
福建高奇电子科技股份有限公司;831586.OC;2017-12-31;2,920.69
南京立超电子科技有限公司;-;2016-12-31;2,897.04
