供应商名称;股票代码;报告期;金额(万元)
上海路东多媒体科技股份有限公司;870616.OC;2017-12-31;1,414.25
深圳市创凯智能股份有限公司;871106.OC;2017-12-31;911.83
上海新柏石智能科技股份有限公司;871534.OC;2017-12-31;710.72
