客户名称;股票代码;报告期;金额(万元)
上海松下微波炉有限公司;-;2015-12-31;20,586.94
延锋伟世通汽车电子有限公司;-;2015-12-31;3,743.12
大陆汽车车身电子系统(芜湖)有限公司;-;2015-12-31;3,610.48
上海实业交通电器有限公司;-;2015-12-31;2,996.45
上海德科电子仪表有限公司;-;2015-12-31;2,525.88
大陆汽车电子(济南)有限公司;-;2015-12-31;481.81
南京申华汽车电子有限公司;-;2015-12-31;442.43
大陆汽车电子(芜湖)有限公司;-;2015-12-31;267.19
